step,phase,sent_length,source,prob,initial_state_prob_class,sentence,sentence_id,avg_response
9959,late,short,gibbs,-17.695988,low,"Through her, Skyler represented him after all.",3_9_995,57.7
26284,late,long,gibbs,-30.573933,low,"The Hussars' first expedition to Gallipoli was repulsed at Malatesta, Brescia (except Varna) and Udine (the entire city).",0_1_750,57.666666666666664
64,early,short,GSN,-23.083279,high,The size of the confederation was divided into two.,9_6_6,57.6
32,early,long,GSN,-91.919716,low,"If this engine has two cylinders then the geometries for them are localized so that the cylinders travel less to dead centre together, so they may always be used for these.",21_1_0,57.57142857142857
1,early,short,gibbs,-22.109255,high,The individual diving competition all consisted of three rounds.,5_0_0,57.53333333333333
64,early,short,MH,-14.262552,low,His true identity was thereafter named Quartus.,932629_3_6,57.5
128,early,long,MH,-22.873466,high,"During the following decades, the station operated at a night-time power of 4,000 watts during day and night before moving to a directional antenna array during the nighttime hours.",28_6_3,57.5
256,early,short,gibbs,-13.733757,high,He smiled at me and I smiled back fortunately.,6_9_25,57.5
8192,early,long,GSN,-94.62486,high,"Originally planned by Kil Ed to become a regional affiliate of CNN, the show was investigations abruptly cancelled and was also partially delayed for reasons such as the neckwarner problem.",41022_0_234,57.5
19959,late,short,GSN,-5.6195917,low,She had too much fight in front of her.,1421311_0_1995,57.5
28328,late,medium,gibbs,-18.81679,high,He had told her qualms about misinformation would not make sense to him.,7_7_1490,57.5
28423,late,medium,GSN,-24.796984,low,Fibrins are lipids that persist in gelatinous mushroom membranes during fermentation.,12_8_1495,57.5
256,early,medium,gibbs,-15.498613,high,"The construction of motorways, meanwhile, is divided into categories at least by type of construction.",8_3_13,57.46153846153846
128,early,medium,GSN,-45.53141,low,"Newman also formed the annual silent film festival in San Francisco, an annual event delivered in July.",1166202_2_6,57.42857142857143
512,early,long,MH,-20.52182,high,"However, in his third and last match, he was sent off and was replaced in another round of matches by Alvarado, which caused the entertainer to stop taking part.",480032_5_14,57.4
1024,early,short,MH,-11.110752,low,"Says our mutual friend, already a household name.",4_1_102,57.4
1,early,short,gibbs,-33.694992,low,While the majestic nickname is also a humorous one.,4_0_0,57.375
8,early,medium,GSN,-51.01018,low,"Team USA band is sent packing, but not without determination to come back and win the competition.",10_2_0,57.333333333333336
64,early,short,MH,-23.52932,low,The production of 250 ml ended in April 2009.,406112_8_6,57.333333333333336
67234,late,long,gibbs,-54.25097,low,"Then, all her thoughts inspired by the mention of Seth popped into her head : the two men doing this course together had done something wrong - had to screw up their lives.",4_3_1920,57.333333333333336
1,early,short,gibbs,-31.392422,low,His institute was instrumental in the international radiation ban.,3_7_0,57.25
256,early,long,GSN,-63.314167,low,"As such, the creative designation may vary depending on how a person identifies with men, it may affect how a particular party is viewed, and there are more complex social arrangements.",24_7_7,57.25
37923,late,medium,MH,-15.911321,high,Asparagine trade unions adopted nitric oxide standards in 1977 under Eisenkopf.,248289_2_1995,57.25
14959,late,short,gibbs,-6.9752054,low,It dates from the late 17th or 18th centuries.,2_5_1495,57.2
0,wiki,long,wiki,-67.73167419433594,low,"The about 1,000 traditional craft villages of the Red River Delta near and around Hanoi represented throughout more than 2,000 years of Vietnamese history the national industrial and economic backbone.",50_0_0,57.1764705882353
32,early,long,MH,-29.099754,high,"During the early mornings, the station operates at a night-time power of 15,000 watts during day and night, changing to a directional antenna pattern during the nighttime hours.",28_7_0,57.166666666666664
512,early,long,GSN,-71.97402,high,"Griffith was involved in paranormal conspiracys around the paranormal controls, with the exception of misdemeanors, of the city of Las Vegas, which has its own embassy.",1435210_3_14,57.142857142857146
2,early,short,gibbs,-56.431778,low,"Inside such case, they settle on the muscles.",1_1_0,57.125
8,early,medium,gibbs,-65.41267,low,"Both politically residents chose to make a decision, deciding to remain living in the changing neighborhood.",3_6_0,57.125
14959,late,short,gibbs,-11.6306,low,"Most of all, she had a child alone.",1_8_1495,57.0625
16,early,medium,GSN,-66.64113,low,The IPA eagerly jumped at the opportunity of rescuing the lost tigers and their own prestige with Britain.,2001773_3_0,57
512,early,long,gibbs,-40.48565,high,"He was required to submit the application, application #38, with the section under misdemeanors created by the city of Las Vegas, as per Nevada state law.",6_8_14,57
512,early,long,GSN,-85.54306,low,"In his work, Amundsen drew on specialization skills from the international school of religious studies that straddled east-west east philosophy, and gave fans more administration skills.",1329856_7_14,57
2048,early,medium,MH,-24.726849,low,"North Scania was performing well, having won without having to turn around and play outside teams.",10_2_107,57
26523,late,medium,GSN,-22.75478,high,"With no liquid chromatography, steam and cellulosic reflux may be observed.",1472874_0_1395,57
36023,late,medium,GSN,-28.029089,high,"""Thanks for tonight,"" Gemma told him with a huge smile and shooed Jacob off.",595107_9_1895,57
512,early,short,gibbs,-27.738605,low,Their goal is to venture over the moratorium.,3_6_51,56.86666666666667
9959,late,short,gibbs,-11.009748,high,He moved his lips to taste her cheekbone.,7_9_995,56.8
19959,late,short,GSN,-7.085694,high,"A deep voice startled her, and she whirled.",1371762_7_1995,56.75
36023,late,medium,GSN,-11.482023,high,"Braith had waded through hundreds of dissolute worlds, but Braith knew.",17_5_1895,56.75
37923,late,medium,MH,-7.714398,low,"While electrification operates horizontally between primarily seventh and primarily eighth wagons, electrification between nine wagons operates vertically.",417512_4_1995,56.75
28423,late,medium,gibbs,-40.313972,low,"""Give it to Drake,"" the horrors demanded, gaze beseeching towards the wizard.",0_5_1495,56.7
2,early,long,MH,-87.76243,low,Empirical studies have established a connection between a leader's tax policy and subsequent punitive electoral consequences as they represent a specific transfer of purchasing power by the taxpayer to the government.,23_2_0,56.666666666666664
18828,late,medium,gibbs,-47.92092,high,Some USF subordinates felt negative about the policies for which Diaz has espoused best.,7_1_990,56.666666666666664
37923,late,medium,MH,-25.088737,low,Ned Perry was McFarlane' accuser representing Perry himself in a singer songwriter lawsuit in California.,1166202_1_1995,56.666666666666664
69859,late,long,GSN,-54.739376,high,"Mcgowan and Ogilvie wrote a monograph, studies on the effect of explosive on farm cattle in New Zealand's pension plan that was published by Australian Research Council.",26_9_1995,56.666666666666664
32,early,long,gibbs,-35.9804,high,"After the posterior border of the piriformis muscle, the muscle curves upward and divided into upward and downward divergent branches, which enter the gluteus maximus.",7_7_0,56.63636363636363
512,early,short,gibbs,-15.4923725,low,Annual precipitation is greatest in the Upper Crevic.,1_6_51,56.625
16,early,short,MH,-14.685217,low,His true identity was finally named Quartus.,932629_3_1,56.5
128,early,long,MH,-31.079811,high,"After spending the next six years in an Oklahoma Prison, she was released into the care of her husband, Ted, whom she was shocked to learn was still very nearly alive.",41022_3_3,56.5
512,early,long,gibbs,-62.997833,low,"Photoelectrical properties of the water geometries of genesis were important in how the roofs varied significantly with cost and temperature ; that is, compared to rivers or lakes.",1_6_14,56.5
8192,early,long,MH,-29.365633,high,"While not affecting textbook sales, surprise surprise does enter the best-seller category and in its growth phase, is released less than a month before textbooks are sold in book stores.",1873167_6_234,56.5
4,early,long,gibbs,-80.449326,low,"By the 1940s the ammo industry had abandoned the Blaw-Knox design for the modern type of tall, rectangular cross section lattice masts which had a diagonal radiation pattern.",0_6_0,56.4375
1,early,medium,MH,-24.41972,high,"The year 1525 in science and technology included many events, some of which are listed here.",16_1_0,56.42857142857143
4096,early,medium,MH,-22.550947,low,Essentially the driver is tracked down online and licensed without having to sign off on their driving license.,10_6_215,56.4
37923,late,medium,MH,-21.077494,high,"For her knighthood, incumbent Archbishop Hilda Dingwall steps forward but is beckoned too late.",17_3_1995,56.4
2,early,long,GSN,-38.51839,high,"It is used to house inmates arrested in their patrol area, with the exception of misdemeanors committed in the city of Las Vegas, which maintains its own jail.",1435210_1_0,56.333333333333336
4,early,short,GSN,-36.94929,low,Thus the majestic scene was therefore a humorous one.,4_6_0,56.333333333333336
128,early,long,MH,-44.535065,low,"Quarrel's greater forte lay in the completion of over thirty large canvases depicting local and national events, a period in which quarrel remains virtually unchallenged until today.",284255_1_3,56.333333333333336
256,early,short,MH,-6.6045885,high,The two semifinal matches all consisted of singles matches.,1478396_4_25,56.333333333333336
46759,late,long,GSN,-30.979986,high,Charleston advanced to the quarterfinals and again the winning teams from the South Eastern Intercollegiate Athletic Association advanced to the semifinals and again the winning teams from the MUA advanced to the championships.,25_1_1335,56.333333333333336
8,early,long,gibbs,-28.199032,high,"The format also changed, with the top two teams in each group going through to a semi-final match, and of the champions of each group going through into the final.",5_7_0,56.3
4,early,short,GSN,-17.799496,high,"Food was always scarce, though winters were colder.",6_9_0,56.25
32,early,short,MH,-27.963459,low,"As acting hosts, friends met in the chapel.",1_7_3,56.25
512,early,short,MH,-6.886407,low,His true identity was quickly revealed quaintly.,932629_4_51,56.25
28423,late,medium,gibbs,-26.955982,high,Leblanc liked him immensely and he then advised him to find an office within his department.,8_1_1495,56.25
512,early,medium,MH,-21.645483,high,"Conducting has received international recognition for having produced, composed, arranged, and counter-intuitive music.",15_4_26,56.166666666666664
19909,late,short,gibbs,-15.275315,high,Singer Toni Gonzaga was included in the extra cost.,5_1_1990,56.166666666666664
69159,late,long,GSN,-44.505806,low,The human risk factors for PPEC are: intrafunctional pharmacological testing of heavy metals and toxic arthrophyll alkali epidermal oils.,22_3_1975,56.142857142857146
256,early,medium,gibbs,-26.60858,low,"Right now he was fighting a dirty war, a need to survive, to save his nations.",0_7_13,56.125
2,early,medium,GSN,-20.376741,high,Asparagone usually enters the citric acid cycle in humans as oxaloacetate.,248289_7_0,56
